Mass,Radius,Gravity
0.005727528,0.086,0.00240411244522636
0.007636704,0.08854818,0.005573726798954914
0.008591292,0.09678521999999999,0.006077986957552885
0.008591292,0.09678521999999999,0.0071177118025840995
0.00954588,0.09678521999999999,0.009795327194984781
0.0105959268,0.09678521999999999,0.023319728894426524
0.011455056,0.09678521999999999,0.032266960171714584
0.011455056,0.09678521999999999,0.04558490218164664
0.014318820000000001,0.09678521999999999,0.058305519017766566
0.014318820000000001,0.09678521999999999,0.0638188630543053
0.016227996,0.09678521999999999,0.11656439362031894
0.016227996,0.09678521999999999,0.12645572733460908
0.017182584,0.09678521999999999,0.14606050018557193
0.018137172,0.09678521999999999,0.20989986846395964
0.01909176,0.09678521999999999,0.21250193294905007
0.01909176,0.09678521999999999,0.22682941046987445
0.01909176,0.09678521999999999,0.2678409779878652
0.01909176,0.09678521999999999,0.30098124714356533
0.020046348000000002,0.09678521999999999,0.32912299375148873
0.020046348000000002,0.09678521999999999,0.44629597278924754
0.021000936,0.09678521999999999,0.5041712526830403
0.021000936,0.09678521999999999,0.6232603088337749
0.021955524,0.09781485,0.8161153386021839
0.021955524,0.09781485,0.973736667903813
0.022910112,0.09884448,1.01332978543217
0.022910112,0.09884448,1.2951599291146547
0.0238647,0.09884448,1.4245281931764575
0.0238647,0.09884448,2.3126245862715553
0.024819288000000002,0.09884448,4.952082081908975
0.025773876,0.09987411,4.975404289516081
0.025773876,0.09987411,6.729227876719916
0.025773876,0.09987411,17.102648897988928
0.026728464,0.09987411,17.491655705329972
0.027683052,0.09987411,18.98056480689093
0.027683052,0.09987411,20.759992757536956
0.028637640000000002,0.09987411,20.759992757536956
0.028637640000000002,0.09987411,21.00019133392518
0.028637640000000002,0.09987411,21.2464259657665
0.029592228,0.09987411,22.62720582041485
0.030546816,0.1,24.17799770442525
0.034365168,0.10090373999999999,31.176754176608036
0.035319756,0.10090373999999999,37.02633679704249
0.035319756,0.10090373999999999,38.937617567949246
0.036274344,0.10090373999999999,45.08960137373948
0.037228932,0.10090373999999999,51.354633796020416
0.03818352,0.10090373999999999,53.38283851938075
0.03818352,0.10090373999999999,56.18003500809
0.039138108,0.10090373999999999,60.97833335480496
0.039138108,0.10090373999999999,62.19255361895101
0.039138108,0.10090373999999999,62.326030883377484
0.040092696000000004,0.10090373999999999,68.56729036489348
0.040092696000000004,0.10090373999999999,70.11637302474244
0.040092696000000004,0.10193337,70.23385645015132
0.040092696000000004,0.10193337,70.51915997124031
0.040092696000000004,0.10193337,75.29335961731135
0.040092696000000004,0.10193337,77.67388361648091
0.040092696000000004,0.10193337,77.74069202368877
0.041047284,0.10193337,78.26943965552645
0.041047284,0.10193337,82.76984296448046
0.041047284,0.10193337,85.43097080483021
0.042001872,0.102963,94.90282403445465
0.042001872,0.102963,95.06259451571071
0.042001872,0.102963,108.24556216829285
0.042001872,0.102963,108.45190567600218
0.042001872,0.102963,113.9622554541166
0.042001872,0.102963,116.4324060911917
0.04295646,0.102963,121.83471004290037
0.04295646,0.10399263,131.51835803447582
0.043911048,0.10399263,133.3252868206262
0.043911048,0.10399263,143.57779321768484
0.043911048,0.10399263,144.5538664660927
0.044865636,0.10399263,144.72680665254333
0.044865636,0.10502226,152.37175636642996
0.044865636,0.10502226,153.07577484728932
0.044865636,0.10502226,154.35140630435012
0.044865636,0.10502226,155.6457520549459
0.045820224,0.10605189,157.10819615734286
0.045820224,0.10605189,158.24826995191606
0.045820224,0.10605189,159.02202111653529
0.046774812,0.10605189,160.8368539423427
0.046774812,0.10605189,166.0677287875607
0.046774812,0.10708152,171.47991105646773
0.046774812,0.10708152,174.6847060936511
0.0477294,0.10708152,175.3578107126344
0.048683988000000004,0.10708152,176.60742789161216
0.048683988000000004,0.10811115,178.08707415681283
0.049638576000000004,0.10811115,182.61269753187165
0.049638576000000004,0.10811115,188.20473257655854
0.049638576000000004,0.10914078,188.20473257655854
0.051547752,0.11017041000000001,190.54994027002056
0.051547752,0.11017041000000001,196.971799550325
0.051547752,0.11120004,206.13048889534343
0.05250234,0.11120004,209.51116500384123
0.05250234,0.11222967,216.43544246304234
0.053456928,0.11222967,235.9037604224493
0.054411516,0.11222967,248.17768438742164
0.055366104,0.11840744999999998,263.03671606895165
0.056320692,0.11840744999999998,269.29967110479345
0.056320692,0.11943707999999999,272.3276229692378
0.058229868000000004,0.12,274.2691614595739
0.058229868000000004,0.12046670999999999,282.6363157577489
0.059184456,0.12252597,283.4736571246098
0.060139044,0.12458522999999999,297.6473399808404
0.060139044,0.12561486,302.4027552085227
0.060139044,0.12767412,306.7695254949041
0.061093632,0.12973338,307.149612861842
0.061093632,0.13076301,335.3946356998102
0.061093632,0.13282227,335.3946356998102
0.061093632,0.1338519,335.3946356998102
0.06204822,0.1338519,347.81665924424755
0.06204822,0.1338519,350.2325420569145
0.063957396,0.13591116,350.2325420569145
0.063957396,0.13591116,362.3095262657736
0.063957396,0.13694079,369.2047527341708
0.064911984,0.14208894,406.11570014300116
0.065866572,0.14311857,410.70254272616984
0.065866572,0.14414819999999998,411.5856981406292
0.06682116,0.14517782999999998,415.6687459694882
0.067775748,0.14517782999999998,434.1419255394917
0.067775748,0.14517782999999998,444.66887134771224
0.067775748,0.14517782999999998,444.66887134771224
0.068730336,0.14723709,632.685493563031
0.068730336,0.14723709,668.5775200188425
0.068730336,0.14723709,857.5078128019449
0.069684924,0.14723709,881.6198472467156
0.069684924,0.14826672,959.9420651085089
0.069684924,0.15,968.3844724515641
0.069684924,0.15444449999999998,995.0808579032163
0.07,0.15444449999999998,1001.7397921320718
0.070639512,0.15547413,1020.7013411898581
0.07159410000000001,0.15753339,1034.1334600744144
0.07159410000000001,0.16371117000000002,1117.982118999367
0.072548688,0.16577043,1145.931671974351
0.073503276,0.16680006,1145.931671974351
0.073503276,0.16680006,1145.931671974351
0.074457864,0.16680006,1173.8812249493355
0.075,0.16782968999999998,1173.8812249493355
0.075412452,0.17091858,1173.8812249493355
0.075412452,0.17606673,1173.8812249493355
0.07636704,0.18327414,1173.8812249493355
0.07636704,0.1853334,1173.8812249493355
0.07636704,0.19357043999999998,1173.8812249493355
0.084003744,0.1956297,1201.8307779243196
0.084003744,0.1956297,1201.8307779243196
0.084003744,0.2,1208.5824400340616
0.087822096,0.20283711,1209.4876037316685
0.089,0.205926,1209.4876037316685
0.089731272,0.20695562999999997,1229.7803308993039
0.091640448,0.21,1229.7803308993039
0.0954588,0.22651860000000001,1229.7803308993039
0.09736797600000001,0.24608157,1229.7803308993039
0.12,0.38920013999999997,1229.7803308993039
0.14,0.39,1229.7803308993039
0.16,0.3912594,1231.390720655203
0.6,0.4324446,1231.390720655203
0.7,0.51,1232.6674809027957
0.76,0.665,1232.6674809027957
0.783,0.74,1232.6674809027957
0.8,0.893,1233.6301152181024
0.8,0.94,1233.6301152181024
0.81,0.99,1233.6301152181024
0.82,1.0,1233.6301152181024
0.85,1.2,1259.877564478062
0.991,1.22,1285.7260000362355
1.0,1.48,1286.1250137380216
1.01,1.58,1286.1250137380216
1.1,1.71,1286.1250137380216
1.1,1.8,1311.4405200369604
1.2,1.8,1313.0588383529782
1.27,1.9,1337.155040037685
1.43,2.04,1337.155040037685
1.5,2.4,1337.155040037685
1.5,2.7,1338.6199122579408
1.5,2.77,1385.8712126092037
1.59,2.9,1388.5840800391345
1.8,3.1,1388.5840800391345
1.9,3.3,1388.5840800391345
1.9,3.4,1411.06887102028
2.1,3.4,1436.2665294313567
2.1,3.4,1462.7688611177277
2.2,3.74,1476.7863204886353
2.39,4.2,1486.6618462535093
2.4,4.2,1486.6618462535093
2.6,4.8,1491.4421600420333
2.8,5.8,1531.1659505391533
2.8,6.0,1537.0571630756622
2.8,6.8,1555.5697284389023
2.9,6.8,1555.8621755478491
3.0,7.47,1555.8621755478491
3.5,8.4,1561.7923931347218
3.5,8.6,1580.5584005565452
3.8,8.8,1580.5584005565452
4.0,8.8,1580.5584005565452
4.25,8.9,1580.5584005565452
4.5,9.3,1585.5782739002975
5.0,10.0,1592.8766466237687
5.4,12.0,1604.4436839206505
5.7,14.0,1615.0920041358872
5.9,14.47,1620.0147600456569
6.1,16.5,1622.04399135637
6.7,20.0,1622.04399135637
7.0,21.1,1622.04399135637
8.5,26.0,1637.8695940023304
8.6,26.0,1637.8695940023304
9.0,27.0,1642.1191614232685
9.0,30.0,1643.3026848886577
10.5,32.0,1643.3026848886577
11.43,39.0,1643.9794754309478
12.0,42.0,1651.4965283593015
12.5,44.0,1652.7778071612943
13.5,44.5,1652.7778071612943
14.5,50.0,1652.7778071612943
15.0,68.0,1657.615102624494
15.0,71.0,1660.939231085329
16.0,76.0,1660.939231085329
17.0,78.9,1661.6068344951182
18.0,84.0,1662.905479922297
19.0,85.0,1662.905479922297
19.0,92.0,1666.8125237008217
19.2,95.0,1666.8125237008217
20.0,130.0,1666.8125237008217
20.0,140.0,1670.4459778042874
23.0,200.0,1672.6695607741644
24.0,203.0,1676.056367825538
24.0,280.0,1676.056367825538
30.0,320.0,1680.0153067140143
32.0,370.0,1680.0153067140143
33.0,380.0,1695.1357895765334
57.48,485.0,2057.0187109468043
100.0,680.0,2099.79594079677
189.0,950.0,2595.841171196618
290.0,972.0,34261.104981800825
